x,u_numerical,u_analytical
11.25000000,0.92387953,0.89100652
11.37500000,0.89100652,0.85264016
11.50000000,0.85264016,0.80901699
11.62500000,0.80901699,0.76040597
11.75000000,0.76040597,0.70710678
11.87500000,0.70710678,0.64944805
12.00000000,0.64944805,0.58778525
12.12500000,0.58778525,0.52249856
12.25000000,0.52249856,0.45399050
12.37500000,0.45399050,0.38268343
12.50000000,0.38268343,0.30901699
12.62500000,0.30901699,0.23344536
12.75000000,0.23344536,0.15643447
12.87500000,0.15643447,0.07845910
13.00000000,0.07845910,0.00000000
13.12500000,0.00000000,-0.07845910
13.25000000,-0.07845910,-0.15643447
13.37500000,-0.15643447,-0.23344536
13.50000000,-0.23344536,-0.30901699
13.62500000,-0.30901699,-0.38268343
13.75000000,-0.38268343,-0.45399050
13.87500000,-0.45399050,-0.52249856
14.00000000,-0.52249856,-0.58778525
14.12500000,-0.58778525,-0.64944805
14.25000000,-0.64944805,-0.70710678
14.37500000,-0.70710678,-0.76040597
14.50000000,-0.76040597,-0.80901699
14.62500000,-0.80901699,-0.85264016
14.75000000,-0.85264016,-0.89100652
14.87500000,-0.89100652,-0.92387953
15.00000000,-0.92387953,-0.95105652
15.12500000,-0.95105652,-0.97236992
15.25000000,-0.97236992,-0.98768834
15.37500000,-0.98768834,-0.99691733
15.50000000,-0.99691733,-1.00000000
15.62500000,-1.00000000,-0.99691733
15.75000000,-0.99691733,-0.98768834
15.87500000,-0.98768834,-0.97236992
16.00000000,-0.97236992,-0.95105652
16.12500000,-0.95105652,-0.92387953
16.25000000,-0.92387953,-0.89100652
16.37500000,-0.89100652,-0.85264016
16.50000000,-0.85264016,-0.80901699
16.62500000,-0.80901699,-0.76040597
16.75000000,-0.76040597,-0.70710678
16.87500000,-0.70710678,-0.64944805
17.00000000,-0.64944805,-0.58778525
17.12500000,-0.58778525,-0.52249856
17.25000000,-0.52249856,-0.45399050
17.37500000,-0.45399050,-0.38268343
17.50000000,-0.38268343,-0.30901699
17.62500000,-0.30901699,-0.23344536
17.75000000,-0.23344536,-0.15643447
17.87500000,-0.15643447,-0.07845910
18.00000000,-0.07845910,0.00000000
18.12500000,0.00000000,0.07845910
18.25000000,0.07845910,0.15643447
18.37500000,0.15643447,0.23344536
18.50000000,0.23344536,0.30901699
18.62500000,0.30901699,0.38268343
18.75000000,0.38268343,0.45399050
18.87500000,0.45399050,0.52249856
19.00000000,0.52249856,0.58778525
19.12500000,0.58778525,0.64944805
19.25000000,0.64944805,0.70710678
19.37500000,0.70710678,0.76040597
19.50000000,0.76040597,0.80901699
19.62500000,0.80901699,0.85264016
19.75000000,0.85264016,0.89100652
19.87500000,0.89100652,0.92387953
20.00000000,0.92387953,0.95105652
